Device,Original,BigFeat,TPOT,BigFeat + TPOT
device1,6.523181200027466,11.969767332077026,490.6007733345032,570.5509057044983
device2,4.259764194488525,5.974902391433716,521.6649262905121,518.4293239116669
device3,3.8424184322357178,5.344755172729492,559.4765200614929,571.5001928806305
device4,6.999231576919556,12.855812311172484,575.871673822403,580.4532153606415
device5,8.745009899139404,16.364414930343628,536.5250144004822,592.2252538204193
device6,10.133443117141724,17.766681432724,602.5267355442047,601.4898574352264
device7,4.156342267990112,6.386923313140869,551.0531435012817,587.1646614074707
device8,9.133334398269652,13.686978578567505,513.2563455104828,574.473414182663
device9,7.2559521198272705,12.315173149108888,770.4559059143066,591.2968065738678
